episode,score
1,0.23999999463558197
2,0.514999988488853
3,0.3866666580239932
4,0.4074999908916652
5,0.4719999894499779
6,0.5383333213006457
7,0.47999998927116394
8,0.7187499839346856
9,0.6533333187301954
10,0.6269999859854579
11,0.6754545303569599
12,0.6833333180596431
13,0.6499999854713678
14,0.6678571279293725
15,0.7259999837726354
16,0.7381249835016206
17,0.7705882180701283
18,0.7894444267989861
19,0.8131578765613469
20,0.8044999820180238
21,0.810476172360636
22,0.7986363457854498
23,0.8413043290214695
24,0.8516666476304332
25,0.9103999796509743
26,0.9888461317437199
27,1.0107407181489247
28,1.092857118429882
29,1.2106896281113912
30,1.1883333067720134
31,1.2180644889031687
32,1.2346874724025838
33,1.2715151230945732
34,1.3188234999337618
35,1.3797142548752683
36,1.4055555241389408
37,1.4429729407200136
38,1.4755262828088904
39,1.4799999669194221
40,1.494749966589734
41,1.5278048438996803
42,1.5292856801035148
43,1.5967441503564979
44,1.600227236959406
45,1.6722221848451428
46,1.6573912673022435
47,1.730425493236869
48,1.7868749600602314
49,1.831428530492953
50,1.84299995880574
51,1.8599999584257603
52,1.935192264437389
53,2.0162263700281673
54,2.0618518057658717
55,2.082181771641428
56,2.153214237586196
57,2.1645613551270544
58,2.251206846233329
59,2.2696609662182756
60,2.341666614326338
61,2.3924589629178166
62,2.4403225260997012
63,2.491587245895986
64,2.4953124442254193
65,2.5199999436736107
66,2.5992423661448285
67,2.5889551660129384
68,2.6395587645306744
69,2.8018839953440255
70,2.9069999350234865
71,2.9874647219573527
72,3.0534721539717995
73,3.13054787523228
74,3.1839188477527856
75,3.197866595188777
76,3.213947296583731
77,3.317012912871969
78,3.361410181276882
79,3.454810049361255
80,3.4787499222438782
81,3.5306172050351714
82,3.5889023588061697
83,3.6463854606656065
84,3.7858332487133644
85,3.8079999148845673
86,3.881162703946926
87,3.916781521648511
88,3.953409002543512
89,3.981011146972521
90,4.06866657572488
91,4.261648256393088
92,4.29999990388751
93,4.462473018535523
94,4.4489360707712935
95,4.501789373061374
96,4.57062489783857
97,4.5954638148091504
98,4.638265202449141
99,4.666565552259786
100,4.701599894911051
101,4.81099989246577
102,4.927199889868498
103,5.006799888089299
104,5.061499886866659
105,5.142099885065108
106,5.239799882881344
107,5.361799880154431
108,5.445099878292531
109,5.566499875579029
110,5.737399871759116
111,5.831399869658053
112,5.886199868433177
113,5.976699866410345
114,6.07959986411035
115,6.199799861423672
116,6.298899859208614
117,6.414499856624753
118,6.456799855679273
119,6.611799852214753
120,6.710999849997461
121,6.828199847377837
122,6.968299844246357
123,7.075599841848016
124,7.161699839923531
125,7.311899836566299
126,7.465399833135307
127,7.625099829565734
128,7.777099826168269
129,7.892299823593349
130,7.977999821677804
131,8.08379981931299
132,8.150399817824363
133,8.22429981617257
134,8.342999813519418
135,8.494999810121953
136,8.567399808503687
137,8.711199805289507
138,8.83809980245307
139,9.003099798765033
140,9.182699794750661
141,9.296499792207033
142,9.399399789907038
143,9.584999785758555
144,9.77679978147149
145,9.82049978049472
146,10.00139977645129
147,10.09959977425635
148,10.250699770879
149,10.41209976727143
150,10.62119976259768
151,10.800899758581073
152,10.895899756457657
153,10.995699754226953
154,11.116599751524626
155,11.260399748310446
156,11.32779974680394
157,11.433399744443596
158,11.543399741984905
159,11.827699735630304
160,11.895099734123797
161,11.98509973211214
162,12.058899730462581
163,12.160099728200585
164,12.28869972532615
165,12.417499722447246
166,12.571899718996137
167,12.663499716948717
168,12.809199713692069
169,12.84879971280694
170,12.933499710913747
171,13.028099708799273
172,13.123899706657976
173,13.22199970446527
174,13.271599703356623
175,13.5172996978648
176,13.639399695135653
177,13.677499694284052
178,13.757299692500382
179,13.779699691999703
180,13.852599690370262
181,13.998699687104672
182,14.1836996829696
183,14.225899682026357
184,14.331799679659307
185,14.49639967598021
186,14.610299673434348
187,14.748299670349807
188,14.889199667200446
189,15.044399663731456
190,15.1215996620059
191,15.147399661429226
192,15.288699658270925
193,15.291599658206104
194,15.53019965287298
195,15.604699651207774
196,15.629499650653452
197,15.744999648071826
198,15.81409964652732
199,15.923499644082039
200,16.01859964195639
201,16.080199640579522
202,16.1248996395804
203,16.18229963829741
204,16.36719963416457
205,16.529999630525708
206,16.662499627564102
207,16.696499626804144
208,16.732599625997246
209,16.75919962540269
210,16.74529962571338
211,16.90919962204993
212,17.05429961880669
213,17.090299618002028
214,17.14469961678609
215,17.182899615932257
216,17.34939961221069
217,17.44509961007163
218,17.51209960857406
219,17.522099608350544
220,17.65269960543141
221,17.65069960547611
222,17.753799603171647
223,17.836599601320923
224,17.893599600046873
225,17.869299600590022
226,17.87739960040897
227,17.81479960180819
228,17.755399603135885
229,17.82909960148856
230,17.844899601135403
231,17.81729960175231
232,17.86969960058108
233,17.882899600286038
234,18.007399597503245
235,18.082399595826864
236,18.207399593032896
237,18.18879959344864
238,18.33509959017858
239,18.302299590911716
240,18.34629958992824
241,18.43519958794117
242,18.503099586423488
243,18.465099587272853
244,18.518099586088212
245,18.715599581673743
246,18.69359958216548
247,18.78889958003536
248,18.83579957898706
249,18.910699577312915
250,19.057399574033916
251,19.131799572370948
252,19.208799570649862
253,19.208999570645393
254,19.340199567712844
255,19.35319956742227
256,19.488999564386905
257,19.56429956270382
258,19.57919956237078
259,19.503699564058333
260,19.63439956113696
261,19.83829955657944
262,19.993799553103745
263,19.998099553007634
264,19.948399554118513
265,20.054299551751466
266,20.091799550913276
267,20.277699546758086
268,20.25209954733029
269,20.35629954500124
270,20.41429954370484
271,20.383799544386566
272,20.503899541702122
273,20.528799541145563
274,20.599299539569767
275,20.46049954267219
276,20.504599541686474
277,20.73759953647852
278,20.823899534549565
279,20.989199530854822
280,21.130399527698756
281,21.18729952642694
282,21.113099528085442
283,21.29149952409789
284,21.208199525959788
285,21.332699523177
286,21.264199524708093
287,21.363499522488564
288,21.426899521071462
289,21.36149952253327
290,21.292199524082243
291,21.327799523286522
292,21.19429952627048
293,21.20879952594638
294,21.212499525863677
295,21.383599522039294
296,21.5353995186463
297,21.493199519589542
298,21.54739951837808
299,21.589799517430365
300,21.720499514508994
301,21.86239951133728
302,21.86779951121658
303,21.95939950916916
304,21.97099950890988
305,22.045699507240204
306,21.970099508929998
307,22.13529950523749
308,22.128099505398424
309,22.231499503087253
310,22.284299501907082
311,22.287499501835555
312,22.268599502258002
313,22.45419949810952
314,22.4951994971931
315,22.476899497602133
316,22.485799497403203
317,22.489999497309327
318,22.5909994950518
319,22.655999493598937
320,22.64839949376881
321,22.889899488370865
322,22.928199487514792
323,22.942899487186224
324,23.001199485883117
325,23.08429948402569
326,23.102499483618885
327,23.202399481385946
328,23.230799480751156
329,23.11649948330596
330,23.343499478232115
331,23.40529947685078
332,23.42109947649762
333,23.552799473553897
334,23.560699473377316
335,23.615299472156913
336,23.51059947449714
337,23.64049947159365
338,23.65069947136566
339,23.783399468399583
340,23.785899468343704
341,23.83449946725741
342,23.832899467293174
343,23.806399467885495
344,23.833099467288704
345,23.738899469394237
346,23.64669947145507
347,23.49379947487265
348,23.475399475283922
349,23.48529947506264
350,23.22449948089197
351,23.20229948138818
352,23.205899481307714
353,23.31019947897643
354,23.123399483151733
355,23.1089994834736
356,23.17079948209226
357,23.22629948085174
358,23.307099479045718
359,23.238199480585752
360,23.072599484287203
361,22.866099488902837
362,22.6833994929865
363,22.810699490141122
364,22.994999486021698
365,22.87589948868379
366,22.90699948798865
367,22.71529949227348
368,22.68789949288592
369,22.48719949737191
370,22.60489949474111
371,22.71989949217066
372,22.56279949568212
373,22.633899494092912
374,22.67329949321225
375,22.794399490505455
376,22.803299490306525
377,22.729499491956084
378,22.72419949207455
379,22.646899493802337
380,22.574899495411664
381,22.558199495784937
382,22.622999494336547
383,22.47659949760884
384,22.371199499964714
385,22.33469950078055
386,22.36489950010553
387,22.42249949881807
388,22.216899503413586
389,22.187999504059555
390,22.176799504309894
391,22.0604995069094
392,22.13239950530231
393,22.24969950268045
394,22.19749950384721
395,22.003399508185684
396,21.969199508950116
397,21.99789950830862
398,22.064399506822227
399,22.14819950494915
400,21.90049951048568
401,21.775099513288588
402,21.928399509862064
403,21.96349950907752
404,21.949899509381503
405,21.769699513409286
406,21.786899513024835
407,21.731499514263124
408,21.746299513932318
409,21.79789951277897
410,21.898599510528147
411,21.746799513921143
412,21.732199514247476
413,21.6982995150052
414,21.819199512302877
415,21.92889950985089
416,21.90279951043427
417,21.906899510342626
418,22.072599506638944
419,22.168999504484237
420,22.299599501565098
421,22.235699502993373
422,22.15309950483963
423,22.164499504584818
424,22.078399506509303
425,21.940999509580433
426,21.994199508391322
427,21.853999511525036
428,22.018799507841468
429,22.141399505101145
430,21.984399508610366
431,22.118199505619703
432,22.19189950397238
433,22.084399506375192
434,22.157399504743516
435,22.106799505874516
436,22.249799502678215
437,22.235599502995612
438,22.217999503389002
439,22.249799502678215
440,22.219599503353237
441,21.98449950860813
442,22.093399506174027
443,22.222399503290653
444,22.21239950351417
445,22.204499503690748
446,22.498499497119337
447,22.715399492271246
448,22.717299492228776
449,22.512699496801943
450,22.4769994975999
451,22.459199497997762
452,22.4027994992584
453,22.412399499043822
454,22.52259949658066
455,22.480399497523905
456,22.512099496815352
457,22.458499498013406
