episode,score,avg_score
1,3.0187065596304214,3.0187065596304214
2,-0.48408836176774156,1.26730909893134
3,0.33683373716970283,0.9571506450107944
4,-0.12543594550030926,0.6865039973830185
5,-0.25965672444241744,0.4972718530179313
6,-0.10833674987467627,0.39633708586916344
7,0.28300409504057217,0.3801466586079361
8,0.09453249319146077,0.3444448879308766
9,-0.3885532971471548,0.26300064514442867
10,-0.21401118952780962,0.21529946167720482
11,0.296698259577776,0.22269935239543856
12,-0.2998044843164583,0.17915736600278045
13,20.956097005905274,1.777383492149126
14,0.19744012434966862,1.6645303944491647
15,0.3454045126757895,1.5765886689976063
16,1.9591860732374091,1.6005010067625942
17,1.542866043901692,1.5971107148296
18,1.530510897282511,1.5934107249658729
19,1.4730222740521033,1.5870744907072534
20,1.4513498983966808,1.5802882610917248
21,1.402300125376011,1.5718126355814526
22,0.8252759858344992,1.5378791515020458
23,0.9071987109103551,1.510458262780668
24,0.8615234247408807,1.4834193111956768
25,0.7420029920370629,1.4537626584293324
26,0.3100537289865315,1.4097738534507631
27,0.7363316481932998,1.3848315495523384
28,11.653726427505413,1.7515777951935196
29,-0.02526495314668864,1.6903073555955814
30,-0.6416064189203704,1.6125768964450498
31,-0.33440085182276863,1.5497711626299588
32,0.40667925712962943,1.5140495405830734
33,-0.14347686005445817,1.4638214678364816
34,0.24025749690675488,1.4278342922209015
35,-0.03454619110561907,1.3860519926972865
36,0.09295780638543268,1.3501327097441795
37,-0.12223578446234266,1.310338966657517
38,0.16391877636002997,1.280170014281267
39,-0.1285842303186655,1.2440481105735766
40,0.05420942895580083,1.214302143533132
41,-0.13179266545921564,1.1814705628260016
42,-0.48351499531418085,1.1418280495369497
43,-0.5623834977547327,1.102195222855748
44,-0.5752051745851835,1.064072486550272
45,-0.5843712128698826,1.0274404043409353
46,-0.6267392970621586,0.9914799760495636
47,-0.6292450983698169,0.9569964638278747
48,-0.6296323233594497,0.9239416974281388
49,-0.6299780697251359,0.8922290491188883
50,-0.6300836202378074,0.8617827957317544
51,-0.6301157996058464,0.8325298820976839
52,-0.6301204760869344,0.8044019905941334
53,-0.6300728802258769,0.7773364269937559
54,-0.6293104505166411,0.7512874107435634
55,-0.6289827466631929,0.7261915896998042
56,-0.6298565908024708,0.7019764436194063
57,-0.6295830371479193,0.6786157509743656
58,-0.6293630221237739,0.656064392817501
59,-0.14271736269195875,0.6425257189953067
60,-0.5881787428321937,0.6220139779648484
61,-0.5665358960007628,0.6025295538014777
62,-0.5831415218999609,0.5834058267740352
63,-0.5757096655822048,0.565007168165206
64,-0.5968821981611351,0.5468526468163569
65,-0.6247189917291204,0.5288284677618111
66,-0.6981613052388033,0.5102377136254381
67,-0.8801425368680308,0.48948576958822226
68,-0.20411150297150016,0.4792858096976381
69,-0.22294362828445932,0.4691085714660135
70,-0.5121665285745015,0.455090355751149
71,-0.60011308415172,0.4402283354708269
72,-0.6117447343034049,0.4256175983906292
73,-0.6952142650261521,0.4102637372479336
74,-0.686152630019933,0.3954472998524219
75,-0.7774785781900088,0.3798082881451894
76,-0.726393450361987,0.3652530021122003
77,-0.7494589746929705,0.3507762231926526
78,0.24094011106838784,0.3493680679090082
79,-0.5818443419411778,0.33758056905014505
80,-0.4746603475262721,0.32742755759293984
81,-0.4734605721508463,0.31754004981832523
82,-0.25164384154292446,0.31059878285050513
83,0.18292393981634328,0.3090605317296116
84,0.086030554647247,0.30640541295482154
85,0.3531011934392154,0.3069547750781674
86,-0.5135043275076896,0.297414552955076
87,0.4007879083510488,0.29860275244238604
88,0.3553003145692249,0.2992470429211001
89,-0.5481937441121166,0.2897252363252213
90,-0.5467412539292127,0.2804311642112831
91,-0.2990570329129696,0.2740631620450826
92,-0.2624467583373189,0.26823153247570863
93,-0.4360496280326818,0.26065861677131735
94,-0.3177784950627635,0.25450503047521006
95,-0.4567326533918579,0.24701831801345148
96,-0.5203740069797883,0.23902464796143855
97,-0.3930195952610423,0.2325087279282171
98,-0.3997476305812597,0.22605713243322245
99,0.1351414662397777,0.2251387923706624
100,0.2936192088915656,0.22582359653587145
101,-0.027504282149796683,0.19536148811806925
102,0.3924727364598463,0.2041270991003451
103,2.110900840566804,0.22186777013431616
104,0.45177410007454455,0.2276398705900647
105,0.5479358569718897,0.23571579640420778
106,0.724341769159461,0.2440425815945491
107,1.625625170301646,0.2574687923471599
108,2.250939250414376,0.27903285991938903
109,1.8896301607601345,0.301814694498462
110,1.2739390796438481,0.3166941971901785
111,1.3205220971722156,0.3269324355661229
112,1.675426767479318,0.3466847480840806
113,1.1572291649257143,0.148696069674285
114,1.3823409259008865,0.16054507768979723
115,2.317377188553413,0.1802648044485734
116,1.0682341791689396,0.17135528550788873
117,2.881940033636056,0.18474602540523236
118,0.703520215038831,0.17647611858279558
119,2.0464693884908534,0.18221058972718307
120,2.3808716386168576,0.1915058071293848
121,3.3811741655226797,0.21129454753085153
122,4.590365679934621,0.24894544447185274
123,3.392827949641893,0.27380173685916814
124,4.308286674243088,0.3082693693541902
125,2.776293891171614,0.32861227834553575
126,4.214878762567726,0.3676605286813477
127,5.080146808565284,0.4110986802850675
128,3.2019429597227522,0.32658084560724093
129,3.149113728199154,0.35832463242069934
130,4.169754488393664,0.40643824149383967
131,4.848115094471723,0.4582634009567846
132,4.481597381643951,0.4990125822019278
133,1.435720789944753,0.5148045587019199
134,1.1087714461609721,0.5234896981944621
135,1.351601565334325,0.5373511757588616
136,-0.7528153117746115,0.5288934445772611
137,-0.8866141483110065,0.5212496609387745
138,-0.9094784630772969,0.5105156885444013
139,-0.5955531001479054,0.5058459998461088
140,-0.8529963969873885,0.496773941586677
141,0.08761033555492759,0.4989679715968183
142,1.0634937519983698,0.5144380590699439
143,1.4158951447655757,0.534220845495147
144,0.9248872894483308,0.5492217701354821
145,1.2602020890141528,0.5676675031543224
146,1.260515248713394,0.586540048612078
147,1.1250388671954472,0.6040828882677306
148,1.1941039107429485,0.6223202506087546
149,1.0797283138381317,0.6394173144443872
150,1.1766353585214044,0.6574845042319795
151,1.0586556247823562,0.6743722184758615
152,1.0672728970336418,0.6913461522070673
153,0.8773778547377636,0.7064206595567037
154,1.0876217090214293,0.7235899811520844
155,24.278694448720973,0.972666753105926
156,6.061944691309084,1.0395847659270414
157,2.8742177099144706,1.0746227733976654
158,1.9377247769540797,1.100293651388444
159,1.6791066199851532,1.1185118912152152
160,1.1614097997080535,1.1360077766406176
161,1.427785250901555,1.1559509881096408
162,1.3077087451238185,1.1748594907798784
163,1.1370829641819,1.1919874170775195
164,0.7095083105377853,1.2050513221645085
165,-0.128603785764426,1.2100124742241558
166,0.36974743225922185,1.2206915615991358
167,-1.1585491109096135,1.2179074958587202
168,0.45971863926388323,1.2245457972810738
169,0.546776763202312,1.2322430011959418
170,0.25123349313313764,1.239877001413018
171,0.4884708315366879,1.2507628405699023
172,0.4748524766958629,1.261628812679895
173,1.047079147499365,1.27905174680515
174,1.1946695770990725,1.29785996887634
175,1.2319233258410047,1.31795398791665
176,1.7804184089958046,1.343022106510228
177,2.8369785090132305,1.3788864813472899
178,2.1205777215460935,1.397682857452067
179,2.646081819625882,1.4299621190677376
180,2.5744156976773716,1.460452879519774
181,2.8480273335784054,1.4936677585770668
182,3.672043669464377,1.5329046336871404
183,2.053446883102879,1.5516098631200055
184,2.4090892324844995,1.5748404498983777
185,0.4064878914117192,1.5753743168781025
186,0.2982250397714476,1.583491610550894
187,1.6833941554650664,1.5963176730220343
188,1.2389203425652038,1.6051538733019939
189,1.0007610796019435,1.6206434215391343
190,0.6299258208600804,1.6324100922870273
191,1.3770975867131103,1.6491716384832884
192,0.9332651992250854,1.6611287580589122
193,0.543537359762316,1.6709246279368626
194,1.1406016079708934,1.685508428967199
195,0.3370293085463345,1.693446048586581
196,1.2333595495050151,1.710983384151429
197,3.608250845766937,1.750996088561709
198,5.899045926751569,1.8139840241350373
199,4.929813151092579,1.8619307409835653
200,9.318938569398597,1.9521839345886354
201,3.917496853508055,1.9916339459452141
202,0.3317686424124986,1.9910269050047404
203,-0.20811979309655726,1.9678366986681066
204,-0.4566300999528418,1.9587526566678328
205,0.0984895833923171,1.9542581939320371
206,-0.15920375780357668,1.9454227386624066
207,0.7416154875730475,1.936582641835121
208,0.9303397649588684,1.9233766469805655
209,0.5448663471421847,1.9099290088443859
210,0.8723840681680789,1.9059134587296285
211,0.7884446109334627,1.900592683867241
212,1.765002329600975,1.9014884394884572
213,2.554691130993888,1.9154630591491395
214,1.7338450802878167,1.9189781006930082
215,1.763154583090606,1.9134358746383802
216,3.4386955741016814,1.9371404885877073
217,4.156002093261729,1.949881109183964
218,3.169387569418177,1.9745397827277578
219,2.558298023417592,1.9796580690770254
220,3.567723381022612,1.9915265865010827
221,3.6399137296248227,1.9941139821421043
222,2.3950281145516783,1.9721606064882748
223,2.0409377752027162,1.958641704743883
224,2.4639083782676607,1.940197921784129
225,2.9199194807636863,1.9416341776800499
226,2.6806634288902083,1.9262920243432742
227,3.2674064542758665,1.9081646208003802
228,2.6180072468705475,1.9023252636718582
229,1.774070470710285,1.8885748310969694
230,4.086408375374352,1.8877413699667767
231,5.3971336028771475,1.8932315550508307
